place_name,rating,review_text,published_at_date,prep,sentiment,review_sentiment
Datz Deli,3,"I purchased two patties, one with oxtail and the other with curry chicken. The oxtail patty was a miss. The oxtail flavor wasn t it. The gravy tasted like store bought marinade seasoning out the bottle. Very little oxtail meat, which is normal these days, with three chunks of fat on my patty, that I thought were pieces of meat until I put it into my mouth. I will not buy it again, but the curry chicken patty was hitting. The flavor was there the chicken well seasoned and marinated, and I have no complaints about this patty. If I had to recommend an item, it would definitely be the curry chicken Mac patty. This restaurant could definitely keep their work space cleaner as well. I came in the evening after 7pm and the temperature holding counter were food is kept, was very messy. I traveled a far distance to get to this restaurant. It s not worth me making the trip, I came all the way from downtown Brooklyn, but if you live in the area or close by, it s worth trying out.",2023,purchas patti oxtail curri chicken oxtail patti miss oxtail flavor wasn gravi tast store bought marinad season bottl oxtail meat normal day chunk fat patti thought piec meat put mouth buy curri chicken patti hit flavor chicken season marin complaint patti recommend item curri chicken mac patti restaur work space cleaner even pm temperatur hold counter food messi travel distanc restaur worth make trip downtown brooklyn live area close worth,0,0.4939
Datz Deli,4,,2023,,1,0.0
Datz Deli,5,Food,2023,food,1,0.0
Datz Deli,5,,2023,,1,0.0
Datz Deli,5,"One Stop Patty Shop DatzDeli, an unassuming deli in the L E S that serves up some of the best beef patties in NYC. The patties are made with fresh, high-quality ingredients and are seasoned to perfection. The crust is flaky and buttery, and the filling is juicy and flavorful. I first tried DatzDeli at the San Gennaro Festival. I was immediately hooked on the delicious flavor and texture of the patties.  Ive tried many beef patties, but none in NYC  have compared to DatzDeli. The patties at DatzDeli are best enjoyed hot and fresh.",2023,stop patti shop datzd unassum deli serv beef patti nyc patti made fresh high qualiti ingredi season perfect crust flaki butteri fill juici flavor datzd san gennaro festiv immedi hook delici flavor textur patti ive beef patti nyc compar datzd patti datzd enjoy hot fresh,1,0.8519
Datz Deli,2,This was my first time having oxtail mac and cheese & coco bread. I watched him make someone else sandwich. So I ordered the same sandwich. The oxtail looked dry..... so I requested a fresh batch. So he made me another sandwich and it was much smaller. Fell cheated compared to what I saw first. It wasnt a good experience for the first visit. Im not sure if Ill come back. Parking: Limited street parking,2023,time oxtail mac chees coco bread watch make sandwich order sandwich oxtail look dri request fresh batch made sandwich smaller fell cheat compar wasnt good experi visit im ill back park limit street park,-1,-0.7101
Datz Deli,5,Best Caribbean food around - gotta try the MacPatty with OXtail  A must have !,2023,caribbean food gotta macpatti oxtail,1,0.0
Datz Deli,5,Great food EXCELLENT CUSTOMER SERVICE. Keep on being great you guys,2023,great food excel custom servic great guy,1,0.9042
Datz Deli,5,Vegetarian options: Man it what I thought it was as and more Food,2023,vegetarian option man thought food,1,0.0
Datz Deli,5,PERFECT.,2023,perfect,1,0.5719
Datz Deli,5,High recommend.,2023,high recommend,1,0.3612
Datz Deli,5,Excellent service amazing food and the store is aesthetically pleasing to look at!,2023,excel servic amaz food store aesthet pleas,1,0.4588
Datz Deli,5,the food was so yummy i had a great experience,2023,food yummi great experi,1,0.6249
Datz Deli,4,,2023,,1,0.0
Datz Deli,5,Love the food the people and the atmosphere.  Its an amazing spot,2023,love food peopl atmospher amaz spot,1,0.6369
Datz Deli,4,,2023,,1,0.0
Datz Deli,4,"It okay, late night",2023,late night,1,0.0
Datz Deli,2,Mac n cheese no flavor. Where was the oxtail???!!! Paid pretty much $14.75 and not what website shows $13.50 for mac n cheese on a beef patty w/coco bread. Over rated and too much hype.,2023,mac chees flavor oxtail paid pretti websit show mac chees beef patti coco bread rate hype,-1,0.0
Datz Deli,5,The Jerk Chicken Mac Patty soooo delicious!,2023,jerk chicken mac patti soooo delici,1,-0.34
Datz Deli,5,Worth the hype. Keep it up,2023,worth hype,1,0.2263
Datz Deli,1,It s just another ordinary beef patty,2023,ordinari beef patti,-1,0.0
Datz Deli,5,Ready to help service at calm fast pace. I ordered a vegan patty with a bev and snack.,2023,readi servic calm fast pace order vegan patti bev snack,1,0.3182
Datz Deli,1,"I m an honest review writer, I had the beef patty with the Mac and cheese and oxtail, omg it was tasteless I m so disappointed, the Mac and cheese was definitely over cooked and the beef patty was like frozen patty, if they used Jamaican flavors patty that would have been the BOOM!! I paid $13.50 for one and I bought 3 so you do the math. There was no line but I will not be back again I do wish them the best because I love their story!! Good luck guys!",2023,honest review writer beef patti mac chees oxtail omg tasteless disappoint mac chees cook beef patti frozen patti jamaican flavor patti boom paid bought math line back love stori good luck guy,-1,0.8934
Datz Deli,5,,2023,,1,0.0
Datz Deli,5,,2023,,1,0.0
Datz Deli,5,"My oldest son came back home to visit for the weekend from Ohio. Hes a bit of a foodie and heard about this place online. So his  number one request when he got into town was to go and check it out. So drove him and my other so from Woodmere to Hollis. I thought, if Im driving all the way to Hollis Queens just to go to a deli, this better be worth it! My two sons ordered the Qxtail patties and I got the Jerk Chicken patty. Folks, it was FANTASTIC!! Well worth the trip. I will Definitely go back again!!",2023,oldest son back home visit weekend ohio he bit foodi heard place onlin number request town check drove woodmer holli thought im drive holli queen deli worth son order qxtail patti jerk chicken patti folk fantast worth trip back,1,0.1779
